id,happiness
8001,3.6988730162086583
8002,2.716423671839017
8003,3.2414931071071473
8004,4.441266215663609
8005,3.5287709951975024
8006,4.2323480227129435
8007,4.029987990532473
8008,4.410931768807835
8009,4.206769978237352
8010,3.0702715723375227
8011,3.3739341819528472
8012,3.864689470083067
8013,4.334125833602408
8014,3.6883920860975192
8015,3.6313832789970233
8016,4.402800021322355
8017,3.600289010469774
8018,4.344329089337657
8019,4.022738048855721
8020,3.9728716486478426
8021,4.088688619864513
8022,3.893127860467067
8023,4.142531829421065
8024,3.7717013503790424
8025,3.4488760359269204
8026,4.076940907092277
8027,4.160647092246747
8028,4.0986378723216355
8029,4.512021664386542
8030,4.163938514542452
8031,3.849738419019431
8032,4.226478552958997
8033,4.249447127553477
8034,3.6618347543698295
8035,3.3599480171463747
8036,4.474741998398154
8037,3.850943330433014
8038,3.967859238125074
8039,3.624913110766345
8040,4.100602788918354
8041,4.079833339830904
8042,3.950042010614656
8043,3.903425392916689
8044,3.9986204361319073
8045,4.2587490071772995
8046,3.7883411704355763
8047,4.334116898592738
8048,4.043514939176537
8049,3.7659903326278186
8050,4.481141384084441
8051,4.093721845357342
8052,4.028282038784106
8053,3.1107273763629455
8054,3.7754110686103166
8055,4.210974902653888
8056,2.9643339164766767
8057,3.7471747519256184
8058,3.3557615535615746
8059,3.035288800900965
8060,4.354200970356568
8061,3.2796634104707163
8062,3.511421197848315
8063,3.9128812180856114
8064,4.132696527596005
8065,4.134968114707327
8066,4.231986888281312
8067,4.128631057025949
8068,4.01477961785992
8069,3.937379143294875
8070,4.040334544856367
8071,3.715277259130972
8072,4.19755495404877
8073,3.7009181199859924
8074,3.8989434576221917
8075,3.297091365707164
8076,3.8402002247820155
8077,3.0318829399114513
8078,3.754586788111192
8079,4.2629401965279365
8080,3.868571295611882
8081,4.090791116866463
8082,3.9494895956584433
8083,4.2882907779026915
8084,4.22221343865919
8085,4.426775750385351
8086,4.17830074201609
8087,3.8679733285096867
8088,4.059509223094536
8089,3.7735450249390095
8090,3.9249595225648513
8091,3.982215309810615
8092,3.517775273042349
8093,4.189928685158352
8094,3.998651470780776
8095,4.5867156631275545
8096,3.409206957908927
8097,4.280855987601604
8098,3.59873659626852
8099,3.6738658579523196
8100,3.96379571332613
8101,3.958224687071218
8102,4.134602378998508
8103,3.318861913386543
8104,4.3931990545190445
8105,3.9780033187941606
8106,4.474333263902663
8107,4.244909753085836
8108,3.8178177063464442
8109,3.786818609644698
8110,3.6455350746953283
8111,4.0179733791238235
8112,3.657315410105699
8113,3.5140068637175883
8114,4.6908847727218825
8115,3.9487771875851907
8116,4.256462277192003
8117,3.8441709958675285
8118,3.7775002297840645
8119,3.9626616217532358
8120,4.646741789874759
8121,2.6695240371561693
8122,4.270474096564785
8123,3.5666105522779032
8124,3.893569380136909
8125,4.174199452638951
8126,4.599018238572119
8127,2.352197647865163
8128,4.02288219358767
8129,3.7536637104515003
8130,3.836195277138297
8131,3.8376390956699504
8132,4.181411756491439
8133,4.298017217288426
8134,3.9957887753860195
8135,3.9683934400753147
8136,4.108713059336637
8137,4.203179540219721
8138,3.6489215141552944
8139,3.851922800450462
8140,3.2686509940452493
8141,3.919958264596878
8142,3.913125642073759
8143,4.463389934394693
8144,3.784349297794
8145,4.221313213284429
8146,2.1883939604840883
8147,4.039806127622775
8148,2.925168869067911
8149,3.6567391439213934
8150,3.877919110478342
8151,2.9262448653877984
8152,4.022918701835559
8153,3.648162785355113
8154,3.7199424588972474
8155,3.858467090683681
8156,3.8618657603458573
8157,3.8838328619153626
8158,3.406593529022479
8159,4.0273748741763695
8160,3.9726111308518255
8161,3.27174487491416
8162,4.0163333076828565
8163,3.84730650344036
8164,3.8161851491431666
8165,4.211359756457438
8166,4.231303483834177
8167,3.7137956067692266
8168,2.99654652638147
8169,2.88437788574016
8170,3.848623271042803
8171,4.109804428848935
8172,3.972928431185645
8173,3.738421970691584
8174,3.831028871554015
8175,3.584827038317724
8176,4.219065198349038
8177,2.7298171756415393
8178,4.117267379680477
8179,4.046071963087128
8180,3.408715708703453
8181,3.6453449347241853
8182,3.9256674443659287
8183,3.7537635394761013
8184,3.7966458986015894
8185,3.7003244942172313
8186,3.8606253836815987
8187,4.053710721776422
8188,4.012450349107202
8189,4.171125700514638
8190,4.12919976569924
8191,3.8972779708256664
8192,4.055890871350531
8193,3.900445854372876
8194,3.7680089173781357
8195,4.348099572509335
8196,3.3560268282107995
8197,4.094479567294951
8198,4.202640651303983
8199,4.239768180414923
8200,4.413825809926212
8201,3.4577522532099243
8202,4.06773318760716
8203,3.802745579396811
8204,4.037928581681426
8205,4.235897796687968
8206,3.882918364272054
8207,4.000795812256204
8208,3.9511538359315925
8209,3.7498361183842053
8210,3.6346932360804343
8211,3.7839675891460725
8212,4.199093895056954
8213,4.4938801871016665
8214,4.119135095675334
8215,3.5623363450252907
8216,3.897789115750424
8217,3.3445094561782156
8218,3.784888489780997
8219,3.8502591109126807
8220,4.099322029412392
8221,4.4580463277544675
8222,3.8494998241404192
8223,3.010102122162031
8224,3.9742292443999645
8225,4.196171735130638
8226,3.9640991284099822
8227,4.259619601348625
8228,3.322547439103274
8229,4.090972440054109
8230,3.4971240223563718
8231,3.991865997205247
8232,3.9897061115059262
8233,4.178347182855907
8234,3.671142932216759
8235,3.8219291105261037
8236,2.930966611145193
8237,3.5399364031388925
8238,3.962124470411534
8239,3.7828657794067713
8240,2.8520556777147035
8241,3.2934857113618845
8242,3.79170385382779
8243,4.608626084920351
8244,4.023843266941431
8245,3.292610163398131
8246,3.988217480649348
8247,3.9350184938173633
8248,4.267956387016521
8249,4.283205680724187
8250,4.087256119633791
8251,4.106320728966565
8252,4.342015081430663
8253,3.844118605916125
8254,3.8386365486900136
8255,3.7754703150231625
8256,3.6167000883476574
8257,3.8066239034530813
8258,3.007680947259096
8259,4.360631854370619
8260,3.823822314277452
8261,4.49242735259663
8262,3.6412844866358722
8263,4.099791017710058
8264,4.0762837952079884
8265,4.070362633244051
8266,3.4329958696788045
8267,3.6698703469821323
8268,3.9879695436937177
8269,3.60308589004636
8270,3.5770230208977924
8271,2.9268818437185287
8272,4.107574419929997
8273,3.69610756328167
8274,3.8584874807276766
8275,4.164039283296466
8276,4.185463594303155
8277,3.9967868195621823
8278,3.8468941132835113
8279,3.981311934861634
8280,4.188891459807213
8281,4.182977158694423
8282,4.231368112066289
8283,3.997237632052916
8284,4.405024242905269
8285,3.8940308725112964
8286,2.140654862677629
8287,4.31293984098776
8288,3.767305064051664
8289,3.9354438460689485
8290,3.9053887273194516
8291,3.9316552911565936
8292,4.008359769417044
8293,3.8754233433757963
8294,4.453379422070677
8295,3.684876248320567
8296,4.136385776358526
8297,3.441558813255379
8298,4.419235024657869
8299,2.7855202083431587
8300,3.1321887137970923
8301,3.947684750635757
8302,4.268602701363452
8303,4.053926353553587
8304,4.060847227411876
8305,4.072553947968674
8306,4.504559469517488
8307,4.207709793382839
8308,4.170178100016026
8309,3.7271443933746635
8310,3.6714963154876203
8311,4.2589119095702275
8312,4.4678412231795015
8313,4.110085233965991
8314,2.990722182319331
8315,3.9327898247761235
8316,4.078036042804306
8317,3.8478830453513364
8318,4.2248945523641215
8319,3.2125183271378446
8320,4.07810817880605
8321,4.330161775196153
8322,4.225099498481565
8323,4.0196295120847285
8324,3.76731811961279
8325,4.232136233026521
8326,4.265199035516427
8327,3.8528935197610545
8328,4.099158695111067
8329,3.56364712906388
8330,4.348420183183557
8331,4.275688243798769
8332,3.4569757689119824
8333,3.651557059188192
8334,4.097543788460676
8335,3.3359078933869153
8336,3.955544801366716
8337,3.2804755266969154
8338,4.325062555332155
8339,3.7803043045584444
8340,3.491742857877753
8341,4.186836089247962
8342,4.043608769081688
8343,2.944441431843805
8344,4.276668007955875
8345,3.894854064959512
8346,3.308336957123154
8347,3.476287902201081
8348,4.156375537071016
8349,4.2052175448537605
8350,3.0313185462706707
8351,3.8845082886939424
8352,3.4881926653588375
8353,3.3638309592810725
8354,4.114446677263259
8355,3.634422574198762
8356,4.1713528244890075
8357,3.8561439281026946
8358,3.8356315387039617
8359,3.5820631438116406
8360,3.852750112425085
8361,3.8411402761914646
8362,3.8836588363324847
8363,3.5193287770690027
8364,3.795912412627442
8365,3.6963039557373785
8366,3.483307294898048
8367,4.062268109283689
8368,4.099455379805648
8369,3.48060502953773
8370,2.955484831449682
8371,3.9380206380260727
8372,3.630521322130691
8373,2.443628941667401
8374,3.335656383083315
8375,4.205701536563726
8376,4.243206411570723
8377,4.088428158732286
8378,4.3210122418643
8379,4.329271485784233
8380,3.332641287024683
8381,4.2987174504708285
8382,3.9190943576604864
8383,4.034507339339727
8384,3.408245629263932
8385,3.9750024155374946
8386,4.379109927868451
8387,4.056263906484173
8388,4.1474240116902195
8389,3.772701109220506
8390,4.098920852928311
8391,3.471197016621188
8392,3.4620017401000123
8393,4.228571728434836
8394,4.231327446395209
8395,3.8541149799826915
8396,3.646842966896592
8397,3.9509412604330922
8398,3.4769565986005113
8399,4.069402206831652
8400,4.210419925557192
8401,4.527223157215213
8402,3.7968034522048066
8403,4.282376360941607
8404,3.9903746832867997
8405,4.377430449858586
8406,4.2176049143389
8407,3.5677081391618164
8408,4.576053604102549
8409,4.167228145171253
8410,4.0286942951845415
8411,4.068550486368889
8412,3.6865297722330332
8413,4.014967673481442
8414,4.068285861296427
8415,3.390632506094448
8416,4.088385248170165
8417,3.9196171959551798
8418,4.438761335039021
8419,3.674841187730785
8420,3.8942026612153
8421,4.0981664398291935
8422,3.6352345881363894
8423,3.8424789365252736
8424,3.210036758311282
8425,3.872606605188363
8426,4.219713346587369
8427,3.900482367093139
8428,4.194218433233249
8429,3.86844001693321
8430,4.237869375249691
8431,4.014002385315855
8432,3.9831523773302813
8433,4.11096653293982
8434,4.185667059189595
8435,3.789812412978767
8436,3.636507385387443
8437,4.027028912924456
8438,3.9532446939663233
8439,2.912408397658694
8440,2.905968289601698
8441,4.133082896998677
8442,3.78882551184388
8443,4.048903486724595
8444,3.910834866260951
8445,3.875116465348555
8446,3.8135533727201993
8447,3.5871133880739756
8448,3.4860496947804784
8449,3.7873347370522232
8450,3.2970728780337626
8451,3.1437676984869483
8452,3.4217234632525773
8453,4.0506707106897615
8454,4.007579230688577
8455,3.731279601412424
8456,3.531351060786899
8457,3.6102296268914835
8458,4.073796654820137
8459,4.324925008609774
8460,3.582610364861535
8461,3.626115122859083
8462,3.7813451375672535
8463,3.9416455680131275
8464,3.631373550513905
8465,3.469619498936118
8466,4.498422420024284
8467,3.0124128869042686
8468,3.5546819212537812
8469,4.199230741057669
8470,3.83788829432658
8471,3.9116156089657705
8472,4.231026786157785
8473,3.9091145694723233
8474,3.9973556474783782
8475,3.94781407412722
8476,4.287391372453908
8477,4.090558824324749
8478,3.8311089182312528
8479,4.262224806130578
8480,3.0921774082703646
8481,4.062631396593091
8482,3.490888939616858
8483,3.7607461017392945
8484,4.146172390781795
8485,3.822154591837685
8486,4.695370252798229
8487,3.973503296092046
8488,4.2083941317714935
8489,4.5702539702702225
8490,3.998908577106823
8491,4.013162733160103
8492,4.258725190854648
8493,4.354857365703988
8494,3.175200589775638
8495,4.086928683940088
8496,4.643488455167869
8497,2.9740150571503383
8498,3.5526380126441914
8499,4.310587471720796
8500,3.719905950085013
8501,4.256938434759533
8502,3.2377475709030263
8503,3.9957796811003687
8504,3.4876011499357635
8505,2.6464556836173254
8506,4.229236351769733
8507,4.02799287284984
8508,3.6168909137317855
8509,4.620960921388267
8510,3.921549972929735
8511,3.9529149070627065
8512,4.202916838510651
8513,4.025468158253321
8514,4.37845906170608
8515,3.6374622978890283
8516,3.456866711846489
8517,3.6564593963685366
8518,3.030601227333692
8519,4.401054454370335
8520,4.24906710013084
8521,3.997746327916087
8522,3.0551203932877735
8523,3.7188656438987593
8524,3.7217447989173316
8525,4.189913696586911
8526,4.629649767338651
8527,3.8727909167722725
8528,3.326075655960841
8529,4.107994810678185
8530,4.046939731492884
8531,4.269607820363069
8532,3.8288125937809103
8533,3.644349317475208
8534,4.263350772657681
8535,4.152693716218948
8536,3.61578095432104
8537,3.019450403389169
8538,3.999522404312458
8539,4.376798663282787
8540,4.0039235644373
8541,4.139166238258361
8542,3.3992535563014528
8543,3.316586777785356
8544,3.993665655028738
8545,4.0440381269684815
8546,3.7314063317318014
8547,3.9093832780282907
8548,4.424543970183775
8549,3.3223803815811057
8550,3.8805756861752263
8551,4.050349634519916
8552,4.169769538172317
8553,4.294403094549188
8554,3.8109705754141565
8555,4.691536269570258
8556,3.9859340185926415
8557,3.989265356816498
8558,3.8144766255866065
8559,3.8134235584527354
8560,3.1028994140960173
8561,3.9234966043802553
8562,4.420507206261372
8563,3.772584251097851
8564,4.022031541351552
8565,3.9661863744526062
8566,4.121299312169887
8567,4.499017438250821
8568,3.716777653114485
8569,2.2800477009723052
8570,4.124703123112865
8571,4.094250131452886
8572,3.520650684587236
8573,1.8347540711907435
8574,3.862597630421585
8575,3.811045870643201
8576,3.6190527014355482
8577,3.826551067327949
8578,3.6508636823987493
8579,4.065825120429052
8580,4.550892587258985
8581,3.798119082733795
8582,3.844581360034159
8583,4.2609015909804695
8584,3.802761672858112
8585,3.9000288289818252
8586,4.2690147159107115
8587,3.723919963675828
8588,4.488669749940649
8589,4.4284875748735395
8590,4.199015965224492
8591,4.3564464198564785
8592,4.053129589830994
8593,3.9627745529069056
8594,3.9263861916250677
8595,2.949465636318559
8596,4.250499245376479
8597,3.9248328055108908
8598,3.7409518937898465
8599,3.8099722081158864
8600,3.8461556116101914
8601,3.3928609710849305
8602,2.9172635308099646
8603,3.7291224887346477
8604,3.90703919143344
8605,3.4389300730609547
8606,3.858233595577871
8607,4.030435932291239
8608,4.13213627827932
8609,4.296266631292107
8610,2.9146508441858914
8611,4.430562408012719
8612,3.887189646603576
